Skills,Experience,Education,Certifications,Job_Role,Recruiter_Decision,Salary_Expectation,Projects_Count,AI_Score,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelA_Hire_Prob,ModelA_Prediction,ModelA_Pred_Label,ModelA_Rank
"TensorFlow, NLP, Pytorch",3,B.Sc,Deep Learning Specialization,AI Researcher,Hire,65916,9,100,2,1,0,0,0.92,1,Hire,597
"Ethical Hacking, Networking",9,B.Sc,Google ML,Cybersecurity Analyst,Hire,56987,1,100,2,2,1,0,0.92,1,Hire,597
"Networking, Linux, Ethical Hacking",4,PhD,,Cybersecurity Analyst,Hire,107425,2,65,4,3,1,4,0.92,1,Hire,597
"React, SQL",8,B.Sc,Deep Learning Specialization,Software Engineer,Hire,86416,8,100,2,1,3,0,0.92,0,Reject,597
"NLP, Pytorch",2,B.Sc,Deep Learning Specialization,AI Researcher,Hire,113947,8,80,2,1,0,0,0.92,1,Hire,597
"Machine Learning, Python, SQL",2,PhD,AWS Certified,Data Scientist,Hire,43703,5,70,4,0,2,4,0.92,1,Hire,597
"Cybersecurity, Networking",7,MBA,,Cybersecurity Analyst,Hire,109418,6,100,3,3,1,3,0.92,1,Hire,597
"C++, React",4,B.Sc,Deep Learning Specialization,Software Engineer,Hire,54116,10,100,2,1,3,0,0.92,1,Hire,597
"SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,54536,0,70,2,0,3,0,0.92,1,Hire,597
"Linux, Ethical Hacking, Networking, Cybersecurity",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,59082,5,100,2,0,1,0,0.92,1,Hire,597
"Python, NLP",5,B.Sc,Google ML,AI Researcher,Hire,54525,8,100,2,2,0,0,0.92,1,Hire,597
"SQL, Machine Learning",4,MBA,Google ML,Data Scientist,Hire,42621,5,85,3,2,2,3,0.92,1,Hire,597
"TensorFlow, NLP, Pytorch",6,PhD,AWS Certified,AI Researcher,Hire,41199,9,100,4,0,0,4,0.92,1,Hire,597
"SQL, Deep Learning, Python, Machine Learning",8,B.Sc,Google ML,Data Scientist,Hire,118651,5,100,2,2,2,0,0.92,1,Hire,597
"Machine Learning, SQL, Deep Learning",7,MBA,Google ML,Data Scientist,Hire,79303,6,100,3,2,2,3,0.92,1,Hire,597
"React, C++, Java, SQL",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,58910,7,100,3,1,3,2,0.92,1,Hire,597
"SQL, Java",3,B.Sc,,Software Engineer,Hire,41272,6,70,2,3,3,0,0.92,1,Hire,597
"Linux, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,50784,0,100,3,1,1,3,0.91,1,Hire,622
"Deep Learning, SQL, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,50781,6,85,2,0,2,0,0.91,1,Hire,622
"Python, Deep Learning",5,B.Tech,,Data Scientist,Hire,67218,3,75,2,3,2,1,0.91,1,Hire,622
"Ethical Hacking, Cybersecurity, Linux",9,M.Tech,,Cybersecurity Analyst,Hire,55058,3,100,3,3,1,2,0.91,1,Hire,622
"Python, Pytorch, TensorFlow, NLP",7,B.Sc,Google ML,AI Researcher,Hire,75507,7,100,2,2,0,0,0.91,1,Hire,622
"Java, C++, SQL",0,B.Sc,,Software Engineer,Reject,103202,3,30,2,3,3,0,0.91,0,Reject,622
"TensorFlow, Python, NLP, Pytorch",4,B.Tech,,AI Researcher,Hire,94202,4,80,2,3,0,1,0.91,1,Hire,622
"Ethical Hacking, Linux",2,MBA,,Cybersecurity Analyst,Hire,116969,7,65,3,3,1,3,0.91,1,Hire,622
"Python, NLP, Pytorch, TensorFlow",6,PhD,Deep Learning Specialization,AI Researcher,Hire,65650,3,100,4,1,0,4,0.91,1,Hire,622
"Java, React",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,75477,6,100,2,1,3,0,0.91,1,Hire,622
"TensorFlow, Python, Pytorch, NLP",2,PhD,Deep Learning Specialization,AI Researcher,Hire,116970,3,65,4,1,0,4,0.91,1,Hire,622
"Deep Learning, Machine Learning",0,MBA,Deep Learning Specialization,Data Scientist,Reject,103294,5,45,3,1,2,3,0.91,0,Reject,622
"SQL, Python, Machine Learning, Deep Learning",7,B.Sc,AWS Certified,Data Scientist,Hire,55431,2,100,2,0,2,0,0.91,1,Hire,622
"Networking, Cybersecurity, Ethical Hacking",8,B.Tech,,Cybersecurity Analyst,Hire,94140,4,100,2,3,1,1,0.91,1,Hire,622
"React, SQL",8,M.Tech,AWS Certified,Software Engineer,Hire,46717,6,100,3,0,3,2,0.91,1,Hire,622
"Linux, Cybersecurity, Ethical Hacking",4,MBA,AWS Certified,Cybersecurity Analyst,Hire,67535,1,70,3,0,1,3,0.9,1,Hire,637
"Java, React",9,B.Tech,Google ML,Software Engineer,Hire,117897,0,100,2,2,3,1,0.9,1,Hire,637
"Machine Learning, SQL",5,B.Sc,Deep Learning Specialization,Data Scientist,Hire,108012,7,100,2,1,2,0,0.9,1,Hire,637
"Linux, Cybersecurity, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,56768,3,100,3,1,1,2,0.9,1,Hire,637
"Machine Learning, SQL, Python, Deep Learning",7,B.Tech,Google ML,Data Scientist,Hire,71459,0,100,2,2,2,1,0.9,1,Hire,637
"Linux, Ethical Hacking, Networking",10,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,108070,1,100,2,1,1,0,0.9,1,Hire,637
"Pytorch, TensorFlow, Python",4,MBA,Google ML,AI Researcher,Hire,67536,6,95,3,2,0,3,0.9,1,Hire,637
"Java, React, C++",8,M.Tech,,Software Engineer,Hire,87272,2,100,3,3,3,2,0.9,1,Hire,637
"TensorFlow, Python, NLP, Pytorch",9,MBA,,AI Researcher,Hire,87232,0,100,3,3,0,3,0.9,1,Hire,637
"Deep Learning, Python, SQL, Machine Learning",0,PhD,,Data Scientist,Reject,95742,2,30,4,3,2,4,0.89,0,Reject,646
"Linux, Cybersecurity",1,M.Tech,Google ML,Cybersecurity Analyst,Reject,85755,3,45,3,2,1,2,0.89,0,Reject,646
"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,,Cybersecurity Analyst,Hire,76830,2,100,3,3,1,2,0.89,1,Hire,646
"C++, React, SQL, Java",9,B.Tech,Google ML,Software Engineer,Hire,76854,9,100,2,2,3,1,0.89,1,Hire,646
"SQL, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,Reject,95743,4,50,4,1,2,4,0.89,0,Reject,646
"NLP, Python, TensorFlow",7,B.Sc,,AI Researcher,Hire,94313,9,100,2,3,0,0,0.89,1,Hire,646
"Java, React, C++",0,PhD,Deep Learning Specialization,Software Engineer,Reject,47445,2,35,4,1,3,4,0.89,0,Reject,646
"Pytorch, NLP, Python",2,B.Tech,,AI Researcher,Reject,85775,5,60,2,3,0,1,0.89,0,Reject,646
"NLP, TensorFlow, Python, Pytorch",1,MBA,Google ML,AI Researcher,Reject,61309,2,50,3,2,0,3,0.89,0,Reject,646
"Python, Machine Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,61332,0,20,3,1,2,2,0.89,0,Reject,646
"Cybersecurity, Networking, Linux, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,114697,9,100,3,1,1,2,0.88,1,Hire,656
"Python, Pytorch",3,PhD,Deep Learning Specialization,AI Researcher,Hire,43097,8,90,4,1,0,4,0.88,1,Hire,656
"TensorFlow, NLP, Python",9,MBA,Google ML,AI Researcher,Hire,57419,7,100,3,2,0,3,0.88,1,Hire,656
"React, SQL, Java",1,MBA,Deep Learning Specialization,Software Engineer,Hire,46437,9,80,3,1,3,3,0.88,1,Hire,656
"Java, SQL, C++",0,B.Sc,AWS Certified,Software Engineer,Reject,52290,2,35,2,0,3,0,0.88,0,Reject,656
"SQL, Machine Learning, Deep Learning",9,B.Tech,,Data Scientist,Hire,114686,0,100,2,3,2,1,0.88,1,Hire,656
"Networking, Cybersecurity",5,MBA,,Cybersecurity Analyst,Hire,40736,6,90,3,3,1,3,0.88,1,Hire,656
"Python, Deep Learning, SQL, Machine Learning",9,PhD,,Data Scientist,Hire,45043,5,100,4,3,2,4,0.88,1,Hire,656
"React, C++, SQL, Java",0,M.Tech,,Software Engineer,Reject,94099,0,20,3,3,3,2,0.88,1,Hire,656
"Ethical Hacking, Linux",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,113676,9,100,2,0,1,0,0.88,0,Reject,656
"Deep Learning, SQL, Python, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,Reject,52288,1,45,4,1,2,4,0.88,0,Reject,656
"Machine Learning, Python, Deep Learning, SQL",8,B.Sc,AWS Certified,Data Scientist,Hire,57448,0,100,2,0,2,0,0.88,1,Hire,656
"NLP, Pytorch, Python",2,B.Sc,AWS Certified,AI Researcher,Hire,45134,10,95,2,0,0,0,0.88,1,Hire,656
"Deep Learning, Machine Learning",0,PhD,Google ML,Data Scientist,Reject,73914,1,25,4,2,2,4,0.88,0,Reject,656
"Networking, Linux",2,B.Sc,Google ML,Cybersecurity Analyst,Reject,73879,2,50,2,2,1,0,0.88,0,Reject,656
"Linux, Networking, Cybersecurity",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,73851,6,100,3,1,1,3,0.88,0,Reject,656
"Ethical Hacking, Cybersecurity, Linux",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,113725,0,55,3,1,1,2,0.88,0,Reject,656
"Cybersecurity, Ethical Hacking, Networking, Linux",6,MBA,Google ML,Cybersecurity Analyst,Hire,89696,10,100,3,2,1,3,0.8717,1,Hire,673
"Pytorch, Python, NLP",10,M.Tech,,AI Researcher,Hire,89696,3,100,3,3,0,2,0.8717,1,Hire,673
"SQL, Python, Machine Learning, Deep Learning",1,B.Tech,AWS Certified,Data Scientist,Reject,43647,1,45,2,0,2,1,0.87,0,Reject,675
"React, Java, SQL",4,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82848,5,90,3,1,3,2,0.87,1,Hire,675
"Python, TensorFlow, NLP",10,M.Tech,,AI Researcher,Hire,118077,8,100,3,3,0,2,0.87,1,Hire,675
"Networking, Linux",3,MBA,,Cybersecurity Analyst,Hire,97811,6,70,3,3,1,3,0.87,1,Hire,675
"Python, NLP",1,M.Tech,Google ML,AI Researcher,Reject,98317,1,35,3,2,0,2,0.87,0,Reject,675
"Cybersecurity, Linux, Ethical Hacking, Networking",3,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,118062,8,100,3,1,1,3,0.87,1,Hire,675
"Machine Learning, SQL, Python",0,PhD,Google ML,Data Scientist,Reject,43642,7,60,4,2,2,4,0.87,0,Reject,675
"Networking, Cybersecurity, Ethical Hacking",7,PhD,,Cybersecurity Analyst,Hire,54150,0,85,4,3,1,4,0.87,1,Hire,675
"Ethical Hacking, Networking, Cybersecurity",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,51159,8,100,3,1,1,3,0.87,1,Hire,675
"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,97789,5,85,3,0,1,3,0.87,1,Hire,675
"React, SQL, C++, Java",8,B.Sc,,Software Engineer,Hire,93647,10,100,2,3,3,0,0.87,1,Hire,675
"Pytorch, TensorFlow",0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,98413,3,35,2,1,0,0,0.87,0,Reject,675
"TensorFlow, NLP, Python",0,MBA,Google ML,AI Researcher,Reject,40720,2,35,3,2,0,3,0.87,1,Hire,675
"Java, React",6,PhD,Deep Learning Specialization,Software Engineer,Hire,54170,7,100,4,1,3,4,0.87,1,Hire,675
"NLP, Pytorch, Python, TensorFlow",10,B.Sc,,AI Researcher,Hire,43594,4,100,2,3,0,0,0.86,1,Hire,689
"SQL, Java, React, C++",3,M.Tech,Google ML,Software Engineer,Hire,52454,9,100,3,2,3,2,0.86,1,Hire,689
"Linux, Cybersecurity, Ethical Hacking",7,B.Tech,,Cybersecurity Analyst,Hire,41678,8,100,2,3,1,1,0.86,1,Hire,689
"Deep Learning, Python, Machine Learning",6,B.Tech,Google ML,Data Scientist,Hire,89840,2,95,2,2,2,1,0.86,1,Hire,689
"Python, TensorFlow",0,M.Tech,AWS Certified,AI Researcher,Reject,77225,1,25,3,0,0,2,0.86,1,Hire,689
"Cybersecurity, Linux",9,PhD,,Cybersecurity Analyst,Hire,77138,0,100,4,3,1,4,0.86,1,Hire,689
"Deep Learning, SQL",1,MBA,Google ML,Data Scientist,Reject,71365,6,60,3,2,2,3,0.86,0,Reject,689
"C++, SQL, React, Java",6,PhD,AWS Certified,Software Engineer,Hire,43584,9,100,4,0,3,4,0.86,1,Hire,689
"NLP, TensorFlow",2,B.Sc,AWS Certified,AI Researcher,Hire,52471,10,90,2,0,0,0,0.86,1,Hire,689
"React, Java, C++, SQL",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,89830,3,100,3,1,3,2,0.86,1,Hire,689
"React, SQL",10,MBA,AWS Certified,Software Engineer,Hire,113587,0,100,3,0,3,3,0.86,1,Hire,689
"Networking, Linux, Ethical Hacking",0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,47001,10,75,3,1,1,2,0.86,1,Hire,689
"Linux, Networking, Cybersecurity, Ethical Hacking",7,PhD,,Cybersecurity Analyst,Hire,91604,3,100,4,3,1,4,0.86,1,Hire,689
"Ethical Hacking, Networking, Linux",1,B.Sc,,Cybersecurity Analyst,Hire,58606,10,75,2,3,1,0,0.86,1,Hire,689
"Machine Learning, Python",5,B.Tech,Google ML,Data Scientist,Hire,91581,4,90,2,2,2,1,0.85,1,Hire,703
"Python, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,83152,2,100,2,2,2,0,0.85,1,Hire,703
"Java, SQL, C++, React",10,M.Tech,Google ML,Software Engineer,Hire,51113,0,100,3,2,3,2,0.85,1,Hire,703
"Linux, Networking, Cybersecurity, Ethical Hacking",8,PhD,AWS Certified,Cybersecurity Analyst,Hire,83146,10,100,4,0,1,4,0.85,1,Hire,703
"C++, React",7,PhD,,Software Engineer,Hire,113418,1,85,4,3,3,4,0.84,1,Hire,707
"Networking, Ethical Hacking, Cybersecurity",8,MBA,,Cybersecurity Analyst,Hire,44474,1,100,3,3,1,3,0.84,1,Hire,707
"TensorFlow, NLP, Python, Pytorch",6,B.Sc,Deep Learning Specialization,AI Researcher,Hire,60828,3,100,2,1,0,0,0.84,1,Hire,707
"Ethical Hacking, Networking",6,M.Tech,,Cybersecurity Analyst,Hire,94810,7,100,3,3,1,2,0.84,1,Hire,707
"TensorFlow, NLP, Python",1,M.Tech,,AI Researcher,Reject,76442,2,35,3,3,0,2,0.84,0,Reject,707
"Deep Learning, SQL, Python, Machine Learning",4,M.Tech,,Data Scientist,Hire,60868,7,95,3,3,2,2,0.84,1,Hire,707
"TensorFlow, Python, NLP, Pytorch",0,M.Tech,,AI Researcher,Reject,113643,4,40,3,3,0,2,0.83,0,Reject,713
"C++, React",8,B.Sc,Deep Learning Specialization,Software Engineer,Hire,71077,7,100,2,1,3,0,0.83,1,Hire,713
"Deep Learning, SQL, Python, Machine Learning",5,M.Tech,AWS Certified,Data Scientist,Hire,97148,1,85,3,0,2,2,0.83,1,Hire,713
"SQL, C++, Java, React",3,M.Tech,Google ML,Software Engineer,Reject,44121,0,60,3,2,3,2,0.83,0,Reject,713
"Python, Pytorch, NLP, TensorFlow",3,PhD,Deep Learning Specialization,AI Researcher,Hire,82727,9,100,4,1,0,4,0.83,1,Hire,713
"Ethical Hacking, Networking, Linux",3,B.Tech,Google ML,Cybersecurity Analyst,Hire,118508,7,90,2,2,1,1,0.82,1,Hire,718
"Deep Learning, Python",6,MBA,Deep Learning Specialization,Data Scientist,Hire,53984,7,100,3,1,2,3,0.82,1,Hire,718
"Networking, Cybersecurity",3,PhD,,Cybersecurity Analyst,Reject,93508,4,60,4,3,1,4,0.82,0,Reject,718
"SQL, Deep Learning, Python",0,B.Tech,Google ML,Data Scientist,Reject,93534,5,50,2,2,2,1,0.82,0,Reject,718
"NLP, Pytorch, Python",0,MBA,,AI Researcher,Reject,40400,0,15,3,3,0,3,0.81,0,Reject,722
"Pytorch, Python, NLP, TensorFlow",9,MBA,Deep Learning Specialization,AI Researcher,Hire,117784,3,100,3,1,0,3,0.81,1,Hire,722
"Java, React",6,PhD,Google ML,Software Engineer,Hire,80278,4,100,4,2,3,4,0.8,1,Hire,724
"React, SQL",9,B.Tech,AWS Certified,Software Engineer,Hire,50001,6,100,2,0,3,1,0.8,1,Hire,724
"Networking, Ethical Hacking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,107340,7,100,2,1,1,0,0.8,0,Reject,724
"TensorFlow, NLP, Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,Hire,48906,7,100,3,0,0,2,0.8,1,Hire,724
"SQL, Deep Learning, Python, Machine Learning",7,B.Sc,,Data Scientist,Hire,82958,10,100,2,3,2,0,0.8,1,Hire,724
"Machine Learning, Deep Learning, SQL",0,B.Sc,AWS Certified,Data Scientist,Reject,63564,6,55,2,0,2,0,0.8,0,Reject,724
"C++, Java",2,MBA,Deep Learning Specialization,Software Engineer,Reject,85561,2,50,3,1,3,3,0.8,0,Reject,724
"Ethical Hacking, Linux, Networking, Cybersecurity",7,MBA,,Cybersecurity Analyst,Hire,107237,3,100,3,3,1,3,0.8,0,Reject,724
"Networking, Ethical Hacking",0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,63561,5,45,4,1,1,4,0.8,0,Reject,724
"Cybersecurity, Ethical Hacking, Linux, Networking",1,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,60494,0,40,3,1,1,3,0.8,0,Reject,724
"NLP, TensorFlow, Pytorch, Python",0,B.Sc,Google ML,AI Researcher,Reject,107278,1,35,2,2,0,0,0.8,0,Reject,724
"NLP, TensorFlow, Python, Pytorch",8,MBA,,AI Researcher,Hire,50831,3,100,3,3,0,3,0.8,1,Hire,724
"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,56891,0,100,3,2,1,2,0.8,1,Hire,724
"SQL, Machine Learning, Deep Learning",4,B.Sc,,Data Scientist,Reject,75186,1,60,2,3,2,0,0.8,0,Reject,724
"SQL, Machine Learning, Python, Deep Learning",9,B.Sc,Google ML,Data Scientist,Hire,57223,2,100,2,2,2,0,0.79,1,Hire,738
"SQL, Machine Learning, Deep Learning, Python",5,PhD,AWS Certified,Data Scientist,Hire,91828,10,100,4,0,2,4,0.79,1,Hire,738
"Machine Learning, Python, SQL, Deep Learning",6,M.Tech,AWS Certified,Data Scientist,Hire,116163,2,100,3,0,2,2,0.79,1,Hire,738
"Python, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,104836,5,100,3,1,2,2,0.79,1,Hire,738
"Python, TensorFlow",6,B.Sc,Google ML,AI Researcher,Hire,116788,2,90,2,2,0,0,0.78,0,Reject,742
"Linux, Networking, Ethical Hacking",10,B.Tech,,Cybersecurity Analyst,Hire,91447,5,100,2,3,1,1,0.78,1,Hire,742
"Networking, Cybersecurity, Linux",9,B.Tech,Google ML,Cybersecurity Analyst,Hire,69810,0,100,2,2,1,1,0.78,1,Hire,742
"React, C++, Java, SQL",5,B.Sc,,Software Engineer,Hire,89191,3,85,2,3,3,0,0.78,1,Hire,742
"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,Hire,110523,4,70,3,0,2,3,0.78,1,Hire,742
"Networking, Ethical Hacking, Linux",3,M.Tech,,Cybersecurity Analyst,Hire,101694,8,85,3,3,1,2,0.78,1,Hire,742
"Python, SQL, Machine Learning, Deep Learning",4,B.Tech,AWS Certified,Data Scientist,Hire,65571,5,95,2,0,2,1,0.78,1,Hire,742
"Cybersecurity, Ethical Hacking, Networking, Linux",3,PhD,,Cybersecurity Analyst,Hire,105166,5,75,4,3,1,4,0.78,1,Hire,742
"C++, React, SQL",9,PhD,Google ML,Software Engineer,Hire,113497,5,100,4,2,3,4,0.78,1,Hire,742
"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,Hire,70943,8,70,2,2,1,1,0.78,1,Hire,742
"Python, TensorFlow",3,B.Sc,AWS Certified,AI Researcher,Hire,70067,3,65,2,0,0,0,0.78,1,Hire,742
"Python, SQL, Deep Learning",3,MBA,AWS Certified,Data Scientist,Hire,55341,10,100,3,0,2,3,0.77,1,Hire,753
"Pytorch, Python",8,B.Tech,AWS Certified,AI Researcher,Hire,94680,10,100,2,0,0,1,0.77,1,Hire,753
"Python, NLP, Pytorch",1,MBA,Google ML,AI Researcher,Reject,113921,1,40,3,2,0,3,0.77,1,Hire,753
"C++, SQL",6,MBA,AWS Certified,Software Engineer,Hire,83118,3,95,3,0,3,3,0.77,1,Hire,753
"Machine Learning, Python, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,84205,4,65,3,1,2,3,0.77,1,Hire,753
"Networking, Cybersecurity, Linux",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,55337,6,75,4,1,1,4,0.77,1,Hire,753
"SQL, Deep Learning, Python",9,B.Sc,Google ML,Data Scientist,Hire,96487,0,100,2,2,2,0,0.77,1,Hire,753
"C++, Java, React",5,MBA,AWS Certified,Software Engineer,Hire,76625,10,100,3,0,3,3,0.77,1,Hire,753
"Deep Learning, Machine Learning, Python, SQL",10,PhD,,Data Scientist,Hire,116205,7,100,4,3,2,4,0.77,1,Hire,753
"C++, SQL, Java",1,PhD,Deep Learning Specialization,Software Engineer,Hire,68682,7,70,4,1,3,4,0.76,1,Hire,762
"Ethical Hacking, Linux, Networking, Cybersecurity",6,B.Sc,Google ML,Cybersecurity Analyst,Hire,59129,5,100,2,2,1,0,0.76,1,Hire,762
"React, Java, C++",6,B.Sc,AWS Certified,Software Engineer,Hire,103874,5,100,2,0,3,0,0.76,1,Hire,762
"SQL, C++",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,61986,5,100,3,1,3,2,0.76,1,Hire,762
"SQL, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,116832,1,85,2,1,2,1,0.76,1,Hire,762
"Python, NLP",8,B.Sc,Google ML,AI Researcher,Hire,89808,10,100,2,2,0,0,0.76,1,Hire,762
"Linux, Cybersecurity",2,PhD,,Cybersecurity Analyst,Hire,41824,7,65,4,3,1,4,0.76,1,Hire,762
"NLP, TensorFlow, Python",3,B.Tech,AWS Certified,AI Researcher,Hire,62695,9,100,2,0,0,1,0.76,1,Hire,762
"Python, Pytorch, TensorFlow",9,MBA,AWS Certified,AI Researcher,Hire,97312,1,100,3,0,0,3,0.76,1,Hire,762
"Pytorch, NLP, Python",3,M.Tech,AWS Certified,AI Researcher,Hire,76100,6,85,3,0,0,2,0.76,1,Hire,762
"NLP, Python, Pytorch, TensorFlow",3,MBA,AWS Certified,AI Researcher,Hire,68738,6,90,3,0,0,3,0.76,1,Hire,762
"SQL, Deep Learning, Python",5,MBA,Deep Learning Specialization,Data Scientist,Hire,46669,5,100,3,1,2,3,0.76,1,Hire,762
"Pytorch, TensorFlow",9,B.Sc,Google ML,AI Researcher,Hire,61090,7,100,2,2,0,0,0.76,1,Hire,762
"Deep Learning, Python, SQL",4,B.Tech,,Data Scientist,Hire,90584,3,70,2,3,2,1,0.75,1,Hire,775
"NLP, Pytorch, TensorFlow",9,MBA,Deep Learning Specialization,AI Researcher,Hire,67341,8,100,3,1,0,3,0.75,1,Hire,775
"Python, Deep Learning, Machine Learning",5,M.Tech,,Data Scientist,Hire,94342,10,100,3,3,2,2,0.75,1,Hire,775
"TensorFlow, Pytorch, NLP, Python",8,MBA,Deep Learning Specialization,AI Researcher,Hire,94384,0,100,3,1,0,3,0.75,1,Hire,775
"Ethical Hacking, Cybersecurity",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,58775,3,100,2,1,1,1,0.75,1,Hire,775
"Pytorch, Python",9,PhD,Deep Learning Specialization,AI Researcher,Hire,97435,7,100,4,1,0,4,0.75,1,Hire,775
"Ethical Hacking, Linux",1,PhD,,Cybersecurity Analyst,Hire,95656,9,65,4,3,1,4,0.74,1,Hire,781
"Cybersecurity, Linux, Ethical Hacking, Networking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,95709,8,100,2,0,1,1,0.74,1,Hire,781
"Java, SQL",8,M.Tech,Google ML,Software Engineer,Hire,50950,8,100,3,2,3,2,0.74,1,Hire,781
"TensorFlow, Pytorch, NLP, Python",4,B.Sc,AWS Certified,AI Researcher,Hire,103738,10,100,2,0,0,0,0.74,1,Hire,781
"Java, C++, React, SQL",8,B.Sc,,Software Engineer,Hire,89042,1,100,2,3,3,0,0.74,1,Hire,781
"Java, C++, React, SQL",4,B.Sc,,Software Engineer,Hire,98181,8,100,2,3,3,0,0.74,1,Hire,781
"Linux, Ethical Hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,76342,4,60,3,0,1,2,0.74,0,Reject,781
"C++, React, SQL, Java",2,MBA,,Software Engineer,Reject,96229,1,45,3,3,3,3,0.74,0,Reject,781
"React, C++, SQL, Java",7,MBA,Deep Learning Specialization,Software Engineer,Hire,90437,5,100,3,1,3,3,0.74,1,Hire,781
"Python, TensorFlow, Pytorch, NLP",4,B.Sc,AWS Certified,AI Researcher,Hire,47581,2,80,2,0,0,0,0.74,1,Hire,781
"SQL, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,54846,8,100,2,2,2,0,0.74,1,Hire,781
"React, Java",3,M.Tech,AWS Certified,Software Engineer,Hire,105280,9,95,3,0,3,2,0.74,1,Hire,781
"TensorFlow, NLP, Pytorch, Python",1,PhD,AWS Certified,AI Researcher,Reject,83138,3,55,4,0,0,4,0.74,0,Reject,781
"Deep Learning, SQL, Machine Learning, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,89915,9,100,2,0,2,0,0.74,1,Hire,781
"Ethical Hacking, Networking",8,B.Sc,,Cybersecurity Analyst,Hire,69766,1,95,2,3,1,0,0.74,1,Hire,781
"SQL, Java, React",3,B.Sc,,Software Engineer,Hire,96280,9,90,2,3,3,0,0.74,1,Hire,781
"Ethical Hacking, Linux, Networking",5,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,87063,5,100,2,1,1,1,0.74,1,Hire,781
"Pytorch, NLP, Python, TensorFlow",1,M.Tech,Google ML,AI Researcher,Hire,94795,7,75,3,2,0,2,0.74,1,Hire,781
"SQL, Python, Deep Learning, Machine Learning",2,B.Tech,Google ML,Data Scientist,Hire,69741,10,100,2,2,2,1,0.74,1,Hire,781
"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,,Cybersecurity Analyst,Hire,56426,1,85,3,3,1,3,0.74,1,Hire,781
"Machine Learning, SQL, Python, Deep Learning",2,MBA,Google ML,Data Scientist,Hire,108247,6,80,3,2,2,3,0.74,1,Hire,781
"Pytorch, NLP, TensorFlow, Python",7,M.Tech,AWS Certified,AI Researcher,Hire,51478,9,100,3,0,0,2,0.74,1,Hire,781
"Ethical Hacking, Cybersecurity",9,MBA,,Cybersecurity Analyst,Hire,44150,6,100,3,3,1,3,0.74,1,Hire,781
"NLP, TensorFlow, Pytorch, Python",8,B.Sc,Deep Learning Specialization,AI Researcher,Hire,108667,0,100,2,1,0,0,0.73,1,Hire,804
"Python, Machine Learning, SQL",4,B.Tech,,Data Scientist,Hire,85884,6,85,2,3,2,1,0.73,1,Hire,804
"NLP, Python, Pytorch, TensorFlow",1,B.Sc,AWS Certified,AI Researcher,Reject,113470,4,60,2,0,0,0,0.73,0,Reject,804
