Skills,Experience,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,AI_Score,Recruiter_Decision,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelB_Hire_Prob,ModelB_Prediction,ModelB_Pred_Label,ModelB_Rank
"Java, React",9,B.Tech,Google ML,Software Engineer,117897,0,92.1,Reject,2,2,3,1,0.8055,0,Reject,575
"C++, Java",4,MBA,Deep Learning Specialization,Software Engineer,43297,2,66.8,Reject,3,1,3,3,0.8053,1,Hire,579
"NLP, Pytorch, Python, TensorFlow",10,B.Sc,None,AI Researcher,43594,4,92.6,Hire,2,3,0,0,0.8053,1,Hire,579
"Machine Learning, SQL, Python",0,PhD,Google ML,Data Scientist,43642,7,56.6,Hire,4,2,2,4,0.8053,1,Hire,579
"C++, SQL, React, Java",6,PhD,AWS Certified,Software Engineer,43584,9,98.7,Hire,4,0,3,4,0.8053,1,Hire,579
"React, Java",4,PhD,Google ML,Software Engineer,51742,6,82.2,Reject,4,2,3,4,0.8014,1,Hire,583
"Cybersecurity, Linux, Ethical Hacking",2,PhD,None,Cybersecurity Analyst,51721,10,78.7,Hire,4,3,1,4,0.8014,1,Hire,583
"Machine Learning, Deep Learning, Python, SQL",4,B.Sc,None,Data Scientist,51928,8,98.5,Hire,2,3,2,0,0.8014,1,Hire,583
"Linux, Networking, Ethical Hacking, Cybersecurity",8,B.Sc,AWS Certified,Cybersecurity Analyst,111242,5,100.0,Hire,2,0,1,0,0.7995,1,Hire,586
"SQL, Java, C++, React",5,M.Tech,Deep Learning Specialization,Software Engineer,111578,9,84.8,Hire,3,1,3,2,0.7995,1,Hire,586
"Linux, Ethical Hacking",5,B.Tech,AWS Certified,Cybersecurity Analyst,111508,7,97.7,Hire,2,0,1,1,0.7995,1,Hire,586
"Pytorch, Python, TensorFlow",0,PhD,Google ML,AI Researcher,110862,6,52.1,Reject,4,2,0,4,0.7995,1,Hire,586
"Cybersecurity, Ethical Hacking, Networking",0,B.Tech,None,Cybersecurity Analyst,82635,7,52.4,Hire,2,3,1,1,0.7955,1,Hire,590
"Java, C++, SQL",9,M.Tech,Deep Learning Specialization,Software Engineer,82288,0,100.0,Hire,3,1,3,2,0.7955,1,Hire,590
"SQL, Java",1,M.Tech,None,Software Engineer,82703,0,20.4,Reject,3,3,3,2,0.7955,1,Hire,590
"Deep Learning, Python, Machine Learning, SQL",6,B.Sc,Deep Learning Specialization,Data Scientist,82300,4,89.8,Hire,2,1,2,0,0.7955,1,Hire,590
"Java, C++",9,MBA,Google ML,Software Engineer,82341,3,100.0,Hire,3,2,3,3,0.7955,1,Hire,590
"React, SQL",9,B.Tech,AWS Certified,Software Engineer,50001,6,98.0,Hire,2,0,3,1,0.7923,1,Hire,595
"SQL, C++, React",7,M.Tech,AWS Certified,Software Engineer,49907,4,100.0,Hire,3,0,3,2,0.7923,1,Hire,595
"Cybersecurity, Linux, Networking",0,MBA,Deep Learning Specialization,Cybersecurity Analyst,49774,7,53.6,Reject,3,1,1,3,0.7923,1,Hire,595
"SQL, Python, Machine Learning, Deep Learning",3,M.Tech,Google ML,Data Scientist,65930,5,90.3,Hire,3,2,2,2,0.7912,1,Hire,598
"Java, SQL",2,MBA,None,Software Engineer,66087,9,83.0,Hire,3,3,3,3,0.7912,1,Hire,598
"Ethical Hacking, Networking",6,PhD,AWS Certified,Cybersecurity Analyst,66054,2,88.6,Hire,4,0,1,4,0.7912,1,Hire,598
"SQL, Java",0,B.Sc,AWS Certified,Software Engineer,65854,6,54.6,Hire,2,0,3,0,0.7912,1,Hire,598
"SQL, Python",9,B.Sc,Deep Learning Specialization,Data Scientist,66133,2,100.0,Hire,2,1,2,0,0.7912,1,Hire,598
"TensorFlow, NLP, Pytorch",3,B.Sc,Deep Learning Specialization,AI Researcher,65916,9,95.8,Hire,2,1,0,0,0.7912,1,Hire,598
"Python, Deep Learning, SQL, Machine Learning",7,B.Tech,Google ML,Data Scientist,65981,0,95.2,Hire,2,2,2,1,0.7912,1,Hire,598
"Networking, Cybersecurity, Ethical Hacking",4,M.Tech,AWS Certified,Cybersecurity Analyst,66208,9,95.1,Hire,3,0,1,2,0.7912,1,Hire,598
"Networking, Cybersecurity, Ethical Hacking",8,MBA,None,Cybersecurity Analyst,65748,4,100.0,Hire,3,3,1,3,0.7912,1,Hire,598
"C++, React, SQL, Java",1,M.Tech,Google ML,Software Engineer,49305,9,95.5,Hire,3,2,3,2,0.7866,1,Hire,607
"SQL, C++, Java",6,MBA,None,Software Engineer,49261,1,87.7,Hire,3,3,3,3,0.7866,1,Hire,607
"NLP, TensorFlow",4,MBA,Google ML,AI Researcher,49331,7,90.3,Reject,3,2,0,3,0.7866,1,Hire,607
"Ethical Hacking, Networking",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,49346,3,49.4,Hire,3,1,1,3,0.7866,1,Hire,607
"Python, Machine Learning",2,B.Sc,Deep Learning Specialization,Data Scientist,71635,1,43.0,Hire,2,1,2,0,0.7861,1,Hire,611
"Linux, Cybersecurity, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,71624,8,93.5,Reject,4,1,1,4,0.7861,1,Hire,611
"Java, C++",8,M.Tech,AWS Certified,Software Engineer,71678,0,97.1,Hire,3,0,3,2,0.7861,1,Hire,611
"Deep Learning, SQL, Python, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,52288,1,49.0,Hire,4,1,2,4,0.7855,1,Hire,614
"SQL, Python",1,MBA,AWS Certified,Data Scientist,52364,8,76.6,Hire,3,0,2,3,0.7855,1,Hire,614
"SQL, Java, React, C++",3,M.Tech,Google ML,Software Engineer,52454,9,96.9,Hire,3,2,3,2,0.7855,1,Hire,614
"Java, SQL, C++",0,B.Sc,AWS Certified,Software Engineer,52290,2,33.4,Reject,2,0,3,0,0.7855,1,Hire,614
"Pytorch, NLP",4,B.Tech,Google ML,AI Researcher,52692,10,97.7,Hire,2,2,0,1,0.7855,1,Hire,614
"NLP, TensorFlow",2,B.Sc,AWS Certified,AI Researcher,52471,10,78.4,Hire,2,0,0,0,0.7855,1,Hire,614
"React, SQL",10,MBA,AWS Certified,Software Engineer,113587,0,100.0,Hire,3,0,3,3,0.7843,1,Hire,620
"Python, Machine Learning, Deep Learning, SQL",1,PhD,Google ML,Data Scientist,113545,6,75.4,Hire,4,2,2,4,0.7843,1,Hire,620
"C++, React, SQL",9,PhD,Google ML,Software Engineer,113497,5,99.5,Hire,4,2,3,4,0.7843,1,Hire,620
"Networking, Cybersecurity, Ethical Hacking",2,B.Sc,Google ML,Cybersecurity Analyst,63016,7,77.8,Reject,2,2,1,0,0.7681,1,Hire,623
"Linux, Cybersecurity",9,B.Sc,None,Cybersecurity Analyst,62823,7,100.0,Hire,2,3,1,0,0.7681,1,Hire,623
"Cybersecurity, Ethical Hacking, Linux",7,MBA,AWS Certified,Cybersecurity Analyst,63157,4,95.3,Hire,3,0,1,3,0.7681,1,Hire,623
"Linux, Ethical Hacking, Networking",4,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,62790,9,93.3,Reject,3,1,1,2,0.7681,1,Hire,623
"C++, SQL",6,MBA,AWS Certified,Software Engineer,83118,3,88.6,Reject,3,0,3,3,0.7652,1,Hire,627
"TensorFlow, NLP, Pytorch, Python",1,PhD,AWS Certified,AI Researcher,83138,3,53.6,Reject,4,0,0,4,0.7652,1,Hire,627
"Python, Machine Learning",9,B.Sc,Google ML,Data Scientist,83152,2,99.3,Hire,2,2,2,0,0.7652,1,Hire,627
"Linux, Networking, Cybersecurity, Ethical Hacking",8,PhD,AWS Certified,Cybersecurity Analyst,83146,10,100.0,Hire,4,0,1,4,0.7652,1,Hire,627
"C++, SQL",2,M.Tech,AWS Certified,Software Engineer,83223,4,61.6,Hire,3,0,3,2,0.7652,1,Hire,627
"Machine Learning, Deep Learning",7,B.Tech,AWS Certified,Data Scientist,43930,8,92.3,Hire,2,0,2,1,0.7624,1,Hire,632
"SQL, Python, Machine Learning, Deep Learning",1,B.Tech,AWS Certified,Data Scientist,43647,1,45.4,Hire,2,0,2,1,0.7624,1,Hire,632
"Pytorch, TensorFlow",5,PhD,AWS Certified,AI Researcher,43681,4,84.3,Hire,4,0,0,4,0.7624,1,Hire,632
"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,44012,10,99.1,Hire,3,0,2,3,0.7624,1,Hire,632
"SQL, Deep Learning, Machine Learning",1,MBA,None,Data Scientist,44099,8,61.6,Reject,3,3,2,3,0.7624,1,Hire,632
"Machine Learning, Python, SQL",2,PhD,AWS Certified,Data Scientist,43703,5,75.0,Hire,4,0,2,4,0.7624,1,Hire,632
"NLP, Python, TensorFlow",9,B.Tech,AWS Certified,AI Researcher,105695,0,100.0,Hire,2,0,0,1,0.7526,1,Hire,638
"NLP, Python",5,B.Tech,AWS Certified,AI Researcher,105979,3,84.8,Hire,2,0,0,1,0.7526,1,Hire,638
"Pytorch, NLP",1,MBA,None,AI Researcher,105641,2,23.4,Reject,3,3,0,3,0.7526,1,Hire,638
"Deep Learning, Python, Machine Learning",9,MBA,Google ML,Data Scientist,105724,10,100.0,Hire,3,2,2,3,0.7526,1,Hire,638
"Deep Learning, Python",9,B.Tech,Google ML,Data Scientist,91723,8,100.0,Hire,2,2,2,1,0.7524,1,Hire,642
"Linux, Networking, Cybersecurity, Ethical Hacking",7,PhD,None,Cybersecurity Analyst,91604,3,93.2,Hire,4,3,1,4,0.7524,1,Hire,642
"Java, React, SQL",1,PhD,None,Software Engineer,91756,1,37.2,Reject,4,3,3,4,0.7524,1,Hire,642
"C++, React, Java, SQL",9,M.Tech,None,Software Engineer,99057,8,100.0,Hire,3,3,3,2,0.7513,1,Hire,645
"React, C++",7,M.Tech,AWS Certified,Software Engineer,98988,10,99.9,Hire,3,0,3,2,0.7513,1,Hire,645
"SQL, Machine Learning",5,M.Tech,AWS Certified,Data Scientist,99076,8,100.0,Hire,3,0,2,2,0.7513,1,Hire,645
"Cybersecurity, Ethical Hacking, Networking, Linux",6,M.Tech,None,Cybersecurity Analyst,98876,2,83.3,Reject,3,3,1,2,0.7513,1,Hire,645
"Linux, Networking, Cybersecurity",6,MBA,None,Cybersecurity Analyst,59504,1,77.2,Hire,3,3,1,3,0.7492,1,Hire,649
"Pytorch, TensorFlow, NLP",4,B.Sc,None,AI Researcher,59560,5,79.2,Reject,2,3,0,0,0.7492,1,Hire,649
"Java, SQL, C++",8,PhD,None,Software Engineer,59474,3,93.0,Hire,4,3,3,4,0.7492,1,Hire,649
"C++, SQL",5,M.Tech,Google ML,Software Engineer,41530,0,69.9,Hire,3,2,3,2,0.749,1,Hire,652
"NLP, Pytorch",8,B.Sc,AWS Certified,AI Researcher,41624,4,100.0,Hire,2,0,0,0,0.749,1,Hire,652
"Machine Learning, Deep Learning, SQL",6,M.Tech,None,Data Scientist,41610,7,90.2,Hire,3,3,2,2,0.749,1,Hire,652
"Deep Learning, Machine Learning, SQL",5,B.Sc,Google ML,Data Scientist,41593,4,96.7,Hire,2,2,2,0,0.749,1,Hire,652
"Deep Learning, Python",6,MBA,Deep Learning Specialization,Data Scientist,53984,7,100.0,Hire,3,1,2,3,0.7471,1,Hire,656
"C++, React",4,B.Sc,Deep Learning Specialization,Software Engineer,54116,10,100.0,Hire,2,1,3,0,0.7471,1,Hire,656
"Machine Learning, SQL, Deep Learning",10,PhD,None,Data Scientist,54054,0,89.5,Hire,4,3,2,4,0.7471,1,Hire,656
"SQL, Deep Learning, Machine Learning",1,MBA,None,Data Scientist,54006,4,41.5,Reject,3,3,2,3,0.7471,1,Hire,656
"SQL, Java, React, C++",0,MBA,None,Software Engineer,70344,4,40.6,Reject,3,3,3,3,0.7405,1,Hire,660
"React, Java",5,B.Sc,AWS Certified,Software Engineer,70378,8,96.6,Hire,2,0,3,0,0.7405,1,Hire,660
"TensorFlow, Python, NLP, Pytorch",8,MBA,AWS Certified,AI Researcher,70446,8,93.7,Hire,3,0,0,3,0.7405,1,Hire,660
"Pytorch, Python, TensorFlow",5,MBA,AWS Certified,AI Researcher,77117,6,92.4,Hire,3,0,0,3,0.7402,1,Hire,663
"SQL, Machine Learning, Python",3,B.Tech,Google ML,Data Scientist,77352,3,66.3,Hire,2,2,2,1,0.7402,1,Hire,663
"Python, TensorFlow",0,M.Tech,AWS Certified,AI Researcher,77225,1,29.8,Reject,3,0,0,2,0.7402,1,Hire,663
"Cybersecurity, Linux",9,PhD,None,Cybersecurity Analyst,77138,0,90.5,Reject,4,3,1,4,0.7402,1,Hire,663
"Ethical Hacking, Networking",8,B.Sc,None,Cybersecurity Analyst,69766,1,99.0,Hire,2,3,1,0,0.7388,0,Reject,667
"Python, Deep Learning",8,PhD,None,Data Scientist,69641,10,92.5,Reject,4,3,2,4,0.7388,0,Reject,667
"SQL, Python, Deep Learning, Machine Learning",2,B.Tech,Google ML,Data Scientist,69741,10,97.8,Hire,2,2,2,1,0.7388,0,Reject,667
"Python, SQL, Machine Learning, Deep Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,69800,6,62.3,Reject,3,1,2,2,0.7388,0,Reject,667
"Deep Learning, SQL, Python, Machine Learning",8,MBA,AWS Certified,Data Scientist,100345,0,100.0,Hire,3,0,2,3,0.736,1,Hire,671
"TensorFlow, NLP, Python, Pytorch",8,M.Tech,Google ML,AI Researcher,100399,7,100.0,Hire,3,2,0,2,0.736,1,Hire,671
"Python, Machine Learning, Deep Learning",8,B.Sc,Deep Learning Specialization,Data Scientist,100425,0,90.5,Reject,2,1,2,0,0.736,1,Hire,671
"Cybersecurity, Ethical Hacking",2,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,100524,5,68.0,Reject,2,1,1,1,0.736,1,Hire,671
"Machine Learning, SQL, Deep Learning",5,B.Tech,Deep Learning Specialization,Data Scientist,59033,4,97.5,Hire,2,1,2,1,0.7334,1,Hire,675
"C++, React, Java, SQL",7,B.Tech,AWS Certified,Software Engineer,59061,6,97.8,Hire,2,0,3,1,0.7334,1,Hire,675
"Linux, Ethical Hacking, Networking, Cybersecurity",6,B.Sc,AWS Certified,Cybersecurity Analyst,59082,5,100.0,Hire,2,0,1,0,0.7334,1,Hire,675
"Cybersecurity, Networking, Ethical Hacking, Linux",2,B.Sc,None,Cybersecurity Analyst,59121,4,59.5,Reject,2,3,1,0,0.7334,1,Hire,675
"Pytorch, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,64694,9,81.0,Hire,3,0,0,3,0.7326,1,Hire,679
"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,64716,2,50.4,Reject,2,2,2,0,0.7326,1,Hire,679
"NLP, TensorFlow",8,MBA,None,AI Researcher,64722,1,96.8,Hire,3,3,0,3,0.7326,1,Hire,679
"Python, TensorFlow, NLP",6,B.Tech,None,AI Researcher,56712,5,92.8,Hire,2,3,0,1,0.7311,1,Hire,682
"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,None,Cybersecurity Analyst,56426,1,84.3,Reject,3,3,1,3,0.7311,1,Hire,682
"Ethical Hacking, Linux",4,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,56684,5,85.1,Hire,2,1,1,0,0.7311,1,Hire,682
"Machine Learning, Python, Deep Learning",2,M.Tech,Google ML,Data Scientist,56433,2,63.1,Hire,3,2,2,2,0.7311,1,Hire,682
"Linux, Cybersecurity, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,56768,3,100.0,Hire,3,1,1,2,0.7311,1,Hire,682
"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,None,Cybersecurity Analyst,76830,2,100.0,Hire,3,3,1,2,0.7285,1,Hire,687
"C++, React, SQL, Java",9,B.Tech,Google ML,Software Engineer,76854,9,100.0,Hire,2,2,3,1,0.7285,1,Hire,687
"Cybersecurity, Linux, Networking, Ethical Hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,77105,4,49.2,Reject,3,0,1,2,0.7285,1,Hire,687
"Machine Learning, Python",5,B.Tech,Google ML,Data Scientist,91581,4,88.9,Reject,2,2,2,1,0.7212,1,Hire,690
"Machine Learning, Python, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,91454,1,28.6,Hire,2,1,2,1,0.7212,1,Hire,690
"Linux, Networking, Ethical Hacking",10,B.Tech,None,Cybersecurity Analyst,91447,5,100.0,Hire,2,3,1,1,0.7212,1,Hire,690
"C++, Java, SQL",3,PhD,Deep Learning Specialization,Software Engineer,98746,4,75.0,Hire,4,1,3,4,0.7199,1,Hire,693
"Cybersecurity, Networking",4,PhD,None,Cybersecurity Analyst,98557,2,51.6,Reject,4,3,1,4,0.7199,1,Hire,693
"TensorFlow, Python",10,PhD,AWS Certified,AI Researcher,98659,6,100.0,Hire,4,0,0,4,0.7199,1,Hire,693
"Pytorch, Python",8,B.Tech,AWS Certified,AI Researcher,94680,10,99.6,Hire,2,0,0,1,0.7179,1,Hire,696
"Pytorch, NLP, Python, TensorFlow",1,M.Tech,Google ML,AI Researcher,94795,7,82.2,Hire,3,2,0,2,0.7179,1,Hire,696
"Pytorch, Python, NLP",2,B.Tech,None,AI Researcher,94786,4,48.5,Reject,2,3,0,1,0.7179,1,Hire,696
"Machine Learning, Python, Deep Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,55376,7,77.7,Hire,2,1,2,1,0.7173,1,Hire,699
"SQL, Python, Machine Learning",10,PhD,AWS Certified,Data Scientist,55716,0,93.3,Hire,4,0,2,4,0.7173,1,Hire,699
"SQL, Python, Machine Learning, Deep Learning",7,B.Sc,AWS Certified,Data Scientist,55431,2,93.5,Hire,2,0,2,0,0.7173,1,Hire,699
"Python, NLP",5,B.Tech,None,AI Researcher,55494,8,91.1,Reject,2,3,0,1,0.7173,1,Hire,699
"TensorFlow, Pytorch, Python, NLP",7,B.Sc,AWS Certified,AI Researcher,55614,4,98.9,Hire,2,0,0,0,0.7173,1,Hire,699
"Python, SQL, Machine Learning",3,PhD,Google ML,Data Scientist,55365,1,58.3,Reject,4,2,2,4,0.7173,1,Hire,699
"Python, Deep Learning",6,PhD,Google ML,Data Scientist,63260,8,99.8,Hire,4,2,2,4,0.7103,1,Hire,705
"Java, React, C++, SQL",3,B.Sc,Google ML,Software Engineer,63179,9,92.7,Reject,2,2,3,0,0.7103,1,Hire,705
"TensorFlow, NLP, Pytorch",6,B.Tech,Deep Learning Specialization,AI Researcher,63269,0,83.5,Hire,2,1,0,1,0.7103,1,Hire,705
"Java, React, C++, SQL",8,B.Tech,Google ML,Software Engineer,63268,7,100.0,Hire,2,2,3,1,0.7103,1,Hire,705
"TensorFlow, Python",9,PhD,AWS Certified,AI Researcher,65183,1,97.6,Hire,4,0,0,4,0.7069,1,Hire,709
"Cybersecurity, Ethical Hacking, Linux",1,B.Tech,Google ML,Cybersecurity Analyst,65313,7,58.1,Hire,2,2,1,1,0.7069,1,Hire,709
"Python, Pytorch, TensorFlow, NLP",8,B.Tech,AWS Certified,AI Researcher,65345,8,96.5,Hire,2,0,0,1,0.7069,1,Hire,709
"Networking, Ethical Hacking",1,M.Tech,AWS Certified,Cybersecurity Analyst,65217,6,52.4,Reject,3,0,1,2,0.7069,1,Hire,709
"Pytorch, TensorFlow, Python",6,B.Tech,None,AI Researcher,65283,7,100.0,Hire,2,3,0,1,0.7069,1,Hire,709
"React, Java, SQL",4,M.Tech,Deep Learning Specialization,Software Engineer,82848,5,87.0,Reject,3,1,3,2,0.7056,1,Hire,714
"SQL, Deep Learning, Python, Machine Learning",7,B.Sc,None,Data Scientist,82958,10,100.0,Hire,2,3,2,0,0.7056,1,Hire,714
"Python, TensorFlow",3,B.Sc,None,AI Researcher,82959,3,60.1,Hire,2,3,0,0,0.7056,1,Hire,714
"Python, Pytorch, NLP, TensorFlow",3,PhD,Deep Learning Specialization,AI Researcher,82727,9,100.0,Hire,4,1,0,4,0.7056,1,Hire,714
"NLP, Python, TensorFlow",7,B.Sc,None,AI Researcher,94313,9,100.0,Hire,2,3,0,0,0.7043,1,Hire,718
"Python, Deep Learning, Machine Learning",5,M.Tech,None,Data Scientist,94342,10,100.0,Hire,3,3,2,2,0.7043,1,Hire,718
"TensorFlow, Python, NLP, Pytorch",4,B.Tech,None,AI Researcher,94202,4,84.2,Hire,2,3,0,1,0.7043,1,Hire,718
"NLP, TensorFlow, Python",2,MBA,None,AI Researcher,94281,2,43.6,Reject,3,3,0,3,0.7043,1,Hire,718
"React, Java, C++, SQL",7,M.Tech,Deep Learning Specialization,Software Engineer,89830,3,98.9,Hire,3,1,3,2,0.7022,1,Hire,722
"Java, SQL",3,B.Tech,Deep Learning Specialization,Software Engineer,89716,1,47.2,Reject,2,1,3,1,0.7022,1,Hire,722
"Python, NLP",8,B.Sc,Google ML,AI Researcher,89808,10,100.0,Hire,2,2,0,0,0.7022,1,Hire,722
"TensorFlow, Python, NLP, Pytorch",9,MBA,None,AI Researcher,87232,0,100.0,Hire,3,3,0,3,0.702,1,Hire,725
"Java, React, C++, SQL",5,MBA,Google ML,Software Engineer,87525,1,84.6,Reject,3,2,3,3,0.702,1,Hire,725
"SQL, React, Java",4,PhD,None,Software Engineer,87441,9,97.8,Hire,4,3,3,4,0.702,1,Hire,725
"Ethical Hacking, Linux, Networking",5,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,87063,5,98.9,Hire,2,1,1,1,0.702,1,Hire,725
"Java, React, C++",8,M.Tech,None,Software Engineer,87272,2,100.0,Hire,3,3,3,2,0.702,1,Hire,725
"Pytorch, Python, NLP",10,M.Tech,None,AI Researcher,89696,3,97.7,Hire,3,3,0,2,0.7018,1,Hire,730
"SQL, Deep Learning, Python",5,PhD,None,Data Scientist,89654,3,78.3,Hire,4,3,2,4,0.7018,1,Hire,730
"Cybersecurity, Ethical Hacking, Networking, Linux",6,MBA,Google ML,Cybersecurity Analyst,89696,10,100.0,Hire,3,2,1,3,0.7018,1,Hire,730
"Linux, Cybersecurity",0,MBA,Google ML,Cybersecurity Analyst,89654,8,53.2,Reject,3,2,1,3,0.7018,1,Hire,730
"Java, React, C++, SQL",7,PhD,Deep Learning Specialization,Software Engineer,55916,6,95.6,Hire,4,1,3,4,0.7017,1,Hire,734
"SQL, Deep Learning",5,B.Sc,Google ML,Data Scientist,55964,5,100.0,Hire,2,2,2,0,0.7017,1,Hire,734
"C++, React",1,MBA,None,Software Engineer,55836,3,28.6,Reject,3,3,3,3,0.7017,1,Hire,734
"Cybersecurity, Ethical Hacking, Linux, Networking",1,MBA,Deep Learning Specialization,Cybersecurity Analyst,60494,0,42.1,Reject,3,1,1,3,0.7008,0,Reject,737
"Ethical Hacking, Networking, Linux",0,MBA,Google ML,Cybersecurity Analyst,60440,7,52.3,Reject,3,2,1,3,0.7008,0,Reject,737
"Linux, Ethical Hacking, Cybersecurity, Networking",10,M.Tech,None,Cybersecurity Analyst,60343,8,100.0,Hire,3,3,1,2,0.7008,0,Reject,737
"Machine Learning, Deep Learning, SQL, Python",1,PhD,None,Data Scientist,60495,7,61.9,Reject,4,3,2,4,0.7008,0,Reject,737
"Linux, Ethical Hacking",1,PhD,AWS Certified,Cybersecurity Analyst,60465,3,50.9,Hire,4,0,1,4,0.7008,0,Reject,737
"Python, Machine Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,61332,0,19.2,Reject,3,1,2,2,0.7001,1,Hire,742
"Python, Deep Learning, SQL, Machine Learning",1,B.Tech,AWS Certified,Data Scientist,61616,9,81.7,Hire,2,0,2,1,0.7001,1,Hire,742
"Java, React, SQL, C++",8,M.Tech,Google ML,Software Engineer,61601,7,100.0,Hire,3,2,3,2,0.7001,1,Hire,742
"NLP, Pytorch, TensorFlow",6,B.Tech,Deep Learning Specialization,AI Researcher,72164,4,100.0,Reject,2,1,0,1,0.6957,1,Hire,745
"React, C++, Java",5,PhD,AWS Certified,Software Engineer,72099,10,98.3,Hire,4,0,3,4,0.6957,1,Hire,745
"SQL, Deep Learning, Python, Machine Learning",6,M.Tech,Deep Learning Specialization,Data Scientist,72143,10,97.5,Hire,3,1,2,2,0.6957,1,Hire,745
"React, Java, C++, SQL",3,PhD,Google ML,Software Engineer,63537,2,68.3,Hire,4,2,3,4,0.6941,1,Hire,748
"Ethical Hacking, Linux, Networking",7,B.Sc,None,Cybersecurity Analyst,63601,10,100.0,Hire,2,3,1,0,0.6941,1,Hire,748
"Pytorch, TensorFlow, NLP, Python",1,M.Tech,None,AI Researcher,63713,0,31.0,Reject,3,3,0,2,0.6941,1,Hire,748
"Networking, Ethical Hacking",0,PhD,Deep Learning Specialization,Cybersecurity Analyst,63561,5,47.7,Reject,4,1,1,4,0.6941,1,Hire,748
"Machine Learning, Deep Learning, SQL",0,B.Sc,AWS Certified,Data Scientist,63564,6,54.3,Hire,2,0,2,0,0.6941,1,Hire,748
"Pytorch, TensorFlow, NLP",4,M.Tech,Google ML,AI Researcher,63556,10,100.0,Hire,3,2,0,2,0.6941,1,Hire,748
"React, C++, SQL, Java",7,MBA,Deep Learning Specialization,Software Engineer,90437,5,100.0,Hire,3,1,3,3,0.6864,1,Hire,754
"Deep Learning, Python, SQL",4,B.Tech,None,Data Scientist,90584,3,68.9,Hire,2,3,2,1,0.6864,1,Hire,754
"Python, NLP, TensorFlow",2,M.Tech,Google ML,AI Researcher,90388,4,58.6,Hire,3,2,0,2,0.6864,1,Hire,754
"Pytorch, TensorFlow, NLP",4,B.Tech,None,AI Researcher,90906,3,73.9,Reject,2,3,0,1,0.6864,1,Hire,754
"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,59885,2,100.0,Hire,2,1,1,1,0.6852,1,Hire,758
"Pytorch, TensorFlow",9,PhD,Google ML,AI Researcher,59856,2,95.6,Hire,4,2,0,4,0.6852,1,Hire,758
"SQL, Python",10,B.Tech,AWS Certified,Data Scientist,59926,4,85.3,Reject,2,0,2,1,0.6852,1,Hire,758
"Pytorch, NLP, Python",3,M.Tech,AWS Certified,AI Researcher,76100,6,81.0,Hire,3,0,0,2,0.6845,1,Hire,761
"Ethical Hacking, Linux, Networking, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,76108,5,47.2,Reject,2,2,1,1,0.6845,1,Hire,761
"C++, React, Java",9,B.Tech,Deep Learning Specialization,Software Engineer,76157,8,93.8,Hire,2,1,3,1,0.6845,1,Hire,761
"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,None,Cybersecurity Analyst,113477,2,69.1,Hire,2,3,1,1,0.6834,0,Reject,764
"SQL, Machine Learning, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,113435,2,35.1,Reject,2,1,2,1,0.6834,0,Reject,764
"C++, React",7,PhD,None,Software Engineer,113418,1,74.8,Reject,4,3,3,4,0.6834,0,Reject,764
"NLP, Python, Pytorch, TensorFlow",1,B.Sc,AWS Certified,AI Researcher,113470,4,51.0,Hire,2,0,0,0,0.6834,0,Reject,764
"C++, React",9,MBA,None,Software Engineer,113428,2,95.4,Reject,3,3,3,3,0.6834,0,Reject,764
"SQL, Python, Machine Learning",4,M.Tech,AWS Certified,Data Scientist,95486,6,94.7,Hire,3,0,2,2,0.6833,1,Hire,769
"TensorFlow, Python, NLP",10,MBA,None,AI Researcher,95290,0,90.5,Hire,3,3,0,3,0.6833,1,Hire,769
"TensorFlow, NLP, Python, Pytorch",3,B.Sc,None,AI Researcher,95357,8,94.0,Reject,2,3,0,0,0.6833,1,Hire,769
"Cybersecurity, Networking, Linux, Ethical Hacking",1,B.Sc,None,Cybersecurity Analyst,99954,8,74.4,Reject,2,3,1,0,0.6817,1,Hire,772
"TensorFlow, NLP",2,MBA,None,AI Researcher,99963,10,73.6,Hire,3,3,0,3,0.6817,1,Hire,772
